user_id,total_sessions,first_session,last_session,total_trips_booked,total_trips_canceled,total_flights_booked,avg_seats,avg_checked_bags,total_domestic_flights,total_international_flights,net_flight_spend_usd,avg_flight_spend_usd,total_flights_discounted,avg_flight_discount_used,total_hotels_booked,avg_nights,avg_rooms,net_hotel_spend_usd,avg_hotel_spend_usd,total_hotels_discounted,avg_hotel_discount_used,total_staycations,birthdate,gender,is_married,has_children,home_country,home_city,home_airport,sign_up_date,age,lifetime,trips_per_session,cancellation_ratio,pct_flights_per_trip,pct_domestic_flights,pct_international_flights,pct_discounted_flights,pct_hotels_per_trip,pct_discounted_hotels,pct_staycations,ltv_usd,recency_days,lifespan_days,frequency_trips_per_day,monetary_per_day,R_score,F_score,M_score,RFM_segment_label,trips_per_session_cat,pct_flights_per_trip_cat,pct_hotels_per_trip_cat,pct_domestic_flights_cat,pct_international_flights_cat,pct_discounted_flights_cat,pct_discounted_hotels_cat,avg_flight_discount_used_cat,avg_hotel_discount_used_cat,avg_nights_cat,avg_rooms_cat,avg_seats_cat,avg_checked_bags_cat,persona
520882,8,2023-01-09 20:23:00,2023-07-14 17:14:30.000000,1,0,0,,,0,0,0.0,,0,0.35,1,6.0,1.0,780.0,780.0,0,,0,2006-01-06,F,False,False,usa,louisville,LOU,2023-01-09,17,0,0.125,0.0,0.0,,,,1.0,0.0,0.0,780.0,14,185,0.005405405405405406,4.216216216216216,5,5,5,Champions,Low,Low,Mid-low,,,,Low,High,,High,Low,,,Alex – Champion – Young global explorer
520885,8,2023-01-09 06:52:00,2023-07-07 13:37:32.000000,5,1,5,1.6,1.2,4,1,852.69,1600.984,1,0.125,4,3.25,1.0,6277.0,1569.25,0,,0,1987-09-08,M,True,True,usa,el paso,ELP,2023-01-09,35,0,0.625,0.2,1.0,0.8,0.2,0.2,0.8,0.0,0.0,7129.6900000000005,21,179,0.0223463687150838,39.83067039106145,4,2,1,Potential,High,Mid-high,Mid-low,Low,High,Mid-high,Low,Mid-low,,Mid-low,Low,High,High,Riley – Potential – Aspiring globetrotter
520898,8,2023-01-10 17:23:00,2023-06-10 03:21:30.000000,3,0,2,1.5,0.5,2,0,2036.3695,1018.18475,1,0.075,3,6.0,1.6666666666666667,5760.0,1204.0,0,0.075,0,1981-10-22,F,True,True,usa,santa ana,SNA,2023-01-10,41,0,0.375,0.0,0.6666666666666666,1.0,0.0,0.5,1.0,0.0,0.0,7796.3695,48,150,0.02,51.97579666666667,2,2,1,Lost,Mid-high,Low,Mid-low,Mid-low,Mid-low,High,Low,Low,Low,High,High,High,Mid-low,Emma – Lost – Former premium planner
520902,9,2023-01-10 22:56:00,2023-05-26 09:53:43.000000,4,0,4,1.25,1.0,4,0,1586.3805,396.595125,1,0.05,4,2.0,1.25,1452.0,305.5,0,0.05,0,1985-03-01,F,False,False,usa,kansas city,MCI,2023-01-10,38,0,0.4444444444444444,0.0,1.0,1.0,0.0,0.25,1.0,0.0,0.0,3038.3805,63,135,0.02962962962962963,22.506522222222223,2,1,2,Lost,High,Mid-high,Mid-low,Mid-low,Mid-low,Mid-high,Low,Low,Low,Low,Mid-high,Mid-high,High,Emma – Lost – Former premium planner
520920,9,2023-01-10 14:39:00,2023-06-29 17:06:23.000000,1,0,0,,,0,0,0.0,,0,,1,7.0,1.0,440.3,440.3,1,0.2,0,1983-09-01,F,False,False,usa,memphis,MEM,2023-01-10,39,0,0.1111111111111111,0.0,0.0,,,,1.0,1.0,0.0,440.3,29,170,0.0058823529411764705,2.59,3,5,5,Loyal,Low,Low,Mid-low,,,,High,,High,High,Low,,,Taylor – Loyal – Practical frequent flyer
520934,9,2023-01-10 14:21:00,2023-06-05 20:20:09.000000,1,0,1,2.0,0.0,1,0,1141.232,1141.232,1,0.2,1,1.0,2.0,346.0,173.0,0,0.1,0,1971-03-16,F,False,True,usa,newark,EWR,2023-01-10,52,0,0.1111111111111111,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1487.232,52,146,0.00684931506849315,10.186520547945205,2,5,4,At Risk,Low,Mid-high,Mid-low,Mid-low,Mid-low,High,Low,High,Mid-low,Low,High,High,Low,Susan – At Risk – Seasoned bargain hunter
520947,8,2023-01-10 01:13:00,2023-07-10 22:44:16.677255,3,1,1,1.0,0.0,1,0,0.0,409.1,0,0.11666666666666667,3,6.0,1.3333333333333333,2143.3,1031.1,1,0.15,2,2000-12-23,O,True,True,usa,new york,LGA,2023-01-10,22,0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,2143.3,17,181,0.011049723756906077,11.8414364640884,4,4,3,Potential,Mid-high,Low,Mid-low,Mid-low,Mid-low,Low,High,Mid-low,High,High,Mid-high,Low,Low,Riley – Potential – Aspiring globetrotter
520959,8,2023-01-10 18:54:00,2023-05-05 20:23:32.000000,1,0,1,1.0,0.0,1,0,105.77,105.77,0,0.125,1,1.0,1.0,115.6,115.6,1,0.225,0,1974-12-07,F,False,False,usa,new york,LGA,2023-01-10,48,0,0.125,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,221.37,83,115,0.008695652173913044,1.9249565217391305,1,4,5,At Risk,Low,Mid-high,Mid-low,Mid-low,Mid-low,Low,High,Mid-low,High,Low,Low,Low,Low,Leo – At Risk – Budget short-trip traveler
521000,8,2023-01-10 16:53:00,2023-06-16 12:18:27.000000,3,0,3,1.0,0.3333333333333333,3,0,620.91,206.97,0,0.3,3,1.3333333333333333,1.0,885.0,295.0,0,0.1,0,1977-01-25,F,True,False,usa,charlotte,CLT,2023-01-10,46,0,0.375,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1505.9099999999999,42,156,0.019230769230769232,9.65326923076923,2,3,4,At Risk,Mid-high,Mid-high,Mid-low,Mid-low,Mid-low,Low,Low,High,Mid-low,Low,Low,Low,Mid-low,Susan – At Risk – Seasoned bargain hunter
521004,7,2023-01-10 14:34:00,2023-07-16 17:09:39.000000,3,0,3,1.0,0.6666666666666666,3,0,1340.97,446.99,0,0.15,3,1.6666666666666667,1.0,484.0,161.33333333333334,0,,0,1973-04-04,F,True,False,usa,san antonio,SKF,2023-01-10,50,0,0.42857142857142855,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1824.97,12,187,0.016042780748663103,9.759197860962567,5,3,4,Potential,Mid-high,Mid-high,Mid-low,Mid-low,Mid-low,Low,Low,Mid-high,,Low,Low,Low,Mid-high,Riley – Potential – Aspiring globetrotter
521009,10,2023-01-10 18:15:00,2023-04-24 22:48:52.000000,1,0,0,,,0,0,0.0,,0,0.1625,1,4.0,2.0,872.0,436.0,0,0.1,0,1956-04-20,F,True,False,usa,new york,LGA,2023-01-10,67,0,0.1,0.0,0.0,,,,1.0,0.0,0.0,872.0,94,104,0.009615384615384616,8.384615384615385,1,4,4,At Risk,Low,Low,Mid-low,,,,Low,Mid-high,Mid-low,Mid-high,High,,,Susan – At Risk – Seasoned bargain hunter
521031,8,2023-01-10 18:12:00,2023-07-13 16:38:42.000000,6,0,5,1.6,0.4,5,0,2056.47,411.294,0,0.1,6,4.0,1.5,3457.05,408.34166666666664,1,0.05,0,1980-08-03,F,False,False,canada,hamilton,YHM,2023-01-10,43,0,0.75,0.0,0.8333333333333334,1.0,0.0,0.0,1.0,0.16666666666666666,0.0,5513.52,15,183,0.03278688524590164,30.128524590163938,5,1,1,Potential,High,Mid-low,Mid-low,Mid-low,Mid-low,Low,Mid-high,Mid-low,Low,Mid-high,High,High,Mid-low,Riley – Potential – Aspiring globetrotter
521033,7,2023-01-10 18:40:00,2023-06-23 21:11:24.000000,3,0,3,1.0,0.3333333333333333,3,0,665.56,221.85333333333332,0,0.1,2,8.5,1.0,2106.9,1053.45,1,0.1,0,1981-06-24,M,True,True,usa,chicago,ORD,2023-01-10,42,0,0.42857142857142855,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.5,0.0,2772.46,34,164,0.018292682926829267,16.905243902439025,3,3,3,Potential,Mid-high,Mid-high,Low,Mid-low,Mid-low,Low,High,Mid-low,Mid-low,High,Low,Low,Mid-low,Riley – Potential – Aspiring globetrotter
521044,8,2023-01-10 12:32:00,2023-06-29 09:21:44.000000,3,0,2,1.0,0.5,2,0,825.97,412.985,0,0.15,3,4.666666666666667,1.0,2534.0,844.6666666666666,0,0.075,0,1982-10-22,F,False,False,usa,houston,EFD,2023-01-10,40,0,0.375,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,3359.9700000000003,29,169,0.01775147928994083,19.88147928994083,3,3,2,Potential,Mid-high,Low,Mid-high,Mid-low,Mid-low,Low,Low,Mid-high,Low,Mid-high,Low,Low,Mid-low,Riley – Potential – Aspiring globetrotter
521060,7,2023-01-10 09:24:00,2023-06-15 21:36:38.000000,4,0,3,1.0,1.0,3,0,1297.4,432.46666666666664,0,,4,4.25,1.25,2412.9,411.225,1,0.13333333333333333,0,1984-07-02,F,False,False,usa,burlington,BTV,2023-01-10,39,0,0.5714285714285714,0.0,0.75,1.0,0.0,0.0,1.0,0.25,0.0,3710.3,42,156,0.02564102564102564,23.78397435897436,2,2,2,Lost,High,Mid-low,Mid-high,Mid-low,Mid-low,Low,Mid-high,,Mid-high,Mid-high,Mid-high,Low,High,Emma – Lost – Former premium planner
521062,9,2023-01-10 14:01:00,2023-07-07 14:34:02.000000,0,0,0,,,0,0,0.0,,0,0.125,0,,,0.0,,0,0.1,0,1964-03-22,F,True,False,usa,little rock,LIT,2023-01-10,59,0,0.0,,,,,,,,,0.0,21,178,0.0,0.0,4,5,5,Champions,Low,,,,,,,Mid-low,Mid-low,,,,,Alex – Champion – Young global explorer
521065,8,2023-01-10 13:03:00,2023-07-17 21:14:31.000000,4,1,4,2.25,1.0,4,0,1843.0775,526.639375,1,0.25,2,1.0,1.0,331.25,165.625,1,0.15,0,1979-11-14,F,True,True,usa,new york,LGA,2023-01-10,43,0,0.5,0.25,1.0,1.0,0.0,0.25,0.5,0.5,0.0,2174.3275000000003,10,188,0.015957446808510637,11.56557180851064,5,3,4,Potential,High,Mid-high,Low,Mid-low,Mid-low,Mid-high,High,High,High,Low,Low,High,High,Riley – Potential – Aspiring globetrotter
521066,6,2023-01-10 11:55:00,2023-06-28 16:32:51.000000,2,0,2,1.0,1.5,2,0,729.91,364.955,0,,2,3.5,1.0,2034.0,1017.0,0,,0,1982-10-03,F,False,False,usa,knoxville,TYS,2023-01-10,40,0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2763.91,30,169,0.011834319526627219,16.354497041420117,3,4,3,Potential,Mid-high,Mid-high,Mid-high,Mid-low,Mid-low,Low,Low,,,Mid-high,Low,Low,High,Riley – Potential – Aspiring globetrotter
521070,6,2023-01-22 16:57:00,2023-06-28 17:39:13.000000,3,0,3,1.6666666666666667,0.6666666666666666,2,1,5691.69,1897.23,0,0.075,2,5.5,1.5,1978.0,519.0,0,,0,1973-09-03,F,True,True,usa,knoxville,TYS,2023-01-10,49,0,0.5,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,7669.69,30,157,0.01910828025477707,48.85152866242038,3,3,1,Potential,High,Mid-high,Low,Low,High,Low,Low,Low,,High,High,High,Mid-high,Riley – Potential – Aspiring globetrotter
521109,8,2023-01-10 10:37:00,2023-07-14 14:13:44.000000,3,0,3,1.0,0.3333333333333333,3,0,727.72,242.57333333333332,0,0.2,2,6.0,1.0,1435.0,717.5,0,0.1,0,1993-12-07,F,False,True,usa,dallas,DAL,2023-01-10,29,0,0.375,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,2162.7200000000003,14,185,0.016216216216216217,11.69037837837838,5,3,4,Potential,Mid-high,Mid-high,Low,Mid-low,Mid-low,Low,Low,High,Mid-low,High,Low,Low,Mid-low,Riley – Potential – Aspiring globetrotter
521127,8,2023-01-10 20:22:00,2023-07-17 17:48:26.000000,4,0,2,1.0,0.5,2,0,631.212,315.606,1,0.15,4,7.5,1.0,4906.6,1226.65,1,0.1,0,1982-06-15,F,True,False,usa,chicago,MDW,2023-01-10,41,0,0.5,0.0,0.5,1.0,0.0,0.5,1.0,0.25,0.0,5537.812,11,187,0.0213903743315508,29.6139679144385,5,2,2,Potential,High,Low,Mid-high,Mid-low,Mid-low,High,Mid-high,Mid-high,Mid-low,High,Low,Low,Mid-low,Riley – Potential – Aspiring globetrotter
521152,9,2023-01-10 14:57:00,2023-06-10 14:36:31.000000,3,0,3,1.6666666666666667,0.0,3,0,1842.3,614.1,0,,3,5.333333333333333,1.6666666666666667,6496.0,1369.3333333333333,0,0.1,0,1979-01-16,F,True,False,canada,winnipeg,YWG,2023-01-10,44,0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8338.3,48,150,0.02,55.58866666666666,2,2,1,Lost,Mid-high,Mid-high,Mid-high,Mid-low,Mid-low,Low,Low,,Mid-low,High,High,High,Low,Emma – Lost – Former premium planner
521170,7,2023-01-24 21:24:00,2023-07-13 13:24:28.000000,2,0,1,4.0,0.0,1,0,863.85,863.85,0,0.175,2,4.5,2.5,4866.0,768.0,0,,0,1980-08-15,M,False,False,usa,chicago,MDW,2023-01-10,42,0,0.2857142857142857,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,5729.85,15,169,0.011834319526627219,33.90443786982249,5,4,1,Potential,Mid-low,Low,Mid-high,Mid-low,Mid-low,Low,Low,Mid-high,,Mid-high,High,High,Low,Riley – Potential – Aspiring globetrotter
521185,7,2023-01-10 17:03:00,2023-06-20 18:41:37.000000,3,0,1,1.0,1.0,1,0,490.36,490.36,0,,3,4.666666666666667,1.0,2689.95,896.65,2,0.175,0,1977-10-01,F,True,True,usa,los angeles,LAX,2023-01-10,45,0,0.42857142857142855,0.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,3180.31,38,161,0.018633540372670808,19.753478260869564,3,3,2,Potential,Mid-high,Low,Mid-high,Mid-low,Mid-low,Low,High,,High,Mid-high,Low,Low,High,Riley – Potential – Aspiring globetrotter
521186,8,2023-01-10 06:09:00,2023-04-28 14:41:13.000000,3,0,3,1.0,0.6666666666666666,3,0,1825.72,608.5733333333334,0,0.15,3,5.0,1.0,4079.2,1359.7333333333333,2,0.075,0,1970-10-24,F,False,False,usa,boston,BOS,2023-01-10,52,0,0.375,0.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,5904.92,91,108,0.027777777777777776,54.675185185185185,1,1,1,Lost,Mid-high,Mid-high,Mid-high,Mid-low,Mid-low,Low,High,Mid-high,Low,Mid-high,Low,Low,Mid-high,Emma – Lost – Former premium planner
521187,9,2023-01-10 13:38:00,2023-06-22 22:40:36.000000,0,0,0,,,0,0,0.0,,0,0.2,0,,,0.0,,0,,0,1949-08-03,F,True,False,usa,orlando,ORL,2023-01-10,74,0,0.0,,,,,,,,,0.0,35,163,0.0,0.0,3,5,5,Loyal,Low,,,,,,,High,,,,,,Taylor – Loyal – Practical frequent flyer
521192,8,2023-01-10 07:49:00,2023-05-29 12:37:36.000000,3,0,2,1.0,1.0,2,0,394.1775,197.08875,1,0.2,3,4.0,1.3333333333333333,2299.0,454.3333333333333,0,0.3999999999999999,0,1996-08-17,F,False,False,usa,wichita,ICT,2023-01-10,26,0,0.375,0.0,0.6666666666666666,1.0,0.0,0.5,1.0,0.0,0.0,2693.1775,60,139,0.02158273381294964,19.375377697841724,2,2,2,Lost,Mid-high,Low,Mid-high,Mid-low,Mid-low,High,Low,High,High,Mid-high,Mid-high,Low,High,Emma – Lost – Former premium planner
521201,8,2023-01-10 16:53:00,2023-07-20 16:22:46.000000,1,0,1,1.0,0.0,1,0,242.0885,242.0885,1,0.13333333333333333,1,1.0,1.0,63.0,63.0,0,,0,1966-03-21,F,True,True,usa,memphis,MEM,2023-01-10,57,0,0.125,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,305.0885,8,190,0.005263157894736842,1.605728947368421,5,5,5,Champions,Low,Mid-high,Mid-high,Mid-low,Mid-low,High,Low,Mid-high,,Low,Low,Low,Low,Alex – Champion – Young global explorer
521211,8,2023-01-10 13:19:00,2023-06-20 15:50:09.000000,1,0,0,,,0,0,0.0,,0,0.3,1,6.0,1.0,582.0,582.0,0,0.13333333333333333,0,1998-03-19,M,False,False,usa,bakersfield,BFL,2023-01-10,25,0,0.125,0.0,0.0,,,,1.0,0.0,0.0,582.0,38,161,0.006211180124223602,3.6149068322981366,3,5,5,Loyal,Low,Low,Mid-high,,,,Low,High,Mid-high,High,Low,,,Taylor – Loyal – Practical frequent flyer
521212,7,2023-01-10 09:46:00,2023-05-28 21:10:07.000000,3,1,2,1.5,1.5,2,0,314.1625,157.08125,1,0.25,3,6.666666666666667,1.3333333333333333,3120.1,1020.7,1,0.15,0,1982-06-10,M,True,True,usa,dallas,DAL,2023-01-10,41,0,0.42857142857142855,0.3333333333333333,0.6666666666666666,1.0,0.0,0.5,1.0,0.3333333333333333,0.0,3434.2625,60,138,0.014492753623188406,24.885960144927534,2,3,2,Lost,Mid-high,Low,Mid-high,Mid-low,Mid-low,High,High,High,High,High,Mid-high,High,High,Chris – Lost – Occasional explorer who drifted away
521235,8,2023-01-10 18:50:00,2023-07-11 15:28:45.000000,5,0,5,1.8,1.2,5,0,3863.2235,772.6447,2,0.15,5,4.6,1.6,3709.0,491.4,0,,0,1989-06-21,F,False,False,usa,seattle,SEA,2023-01-10,34,0,0.625,0.0,1.0,1.0,0.0,0.4,1.0,0.0,0.0,7572.2235,17,181,0.027624309392265192,41.83548895027624,4,1,1,Potential,High,Mid-high,Mid-high,Mid-low,Mid-low,High,Low,Mid-high,,Mid-high,High,High,High,Riley – Potential – Aspiring globetrotter
521250,8,2023-01-10 21:35:00,2023-05-02 12:47:10.000000,2,0,2,1.0,0.0,2,0,1049.989,524.9945,1,0.125,1,1.0,1.0,75.0,75.0,0,0.075,0,1992-11-19,M,False,False,usa,sacramento,MHR,2023-01-10,30,0,0.25,0.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,1124.989,87,111,0.018018018018018018,10.135036036036036,1,3,4,At Risk,Mid-low,Mid-high,Low,Mid-low,Mid-low,High,Low,Mid-low,Low,Low,Low,Low,Low,Susan – At Risk – Seasoned bargain hunter
521259,8,2023-01-10 14:51:00,2023-04-17 14:10:33.000000,2,0,2,1.0,0.0,2,0,736.0205,368.01025,1,0.125,2,2.5,1.0,436.8,218.4,1,0.1,0,1988-09-06,F,False,False,usa,knoxville,TYS,2023-01-10,34,0,0.25,0.0,1.0,1.0,0.0,0.5,1.0,0.5,0.0,1172.8205,102,96,0.020833333333333332,12.216880208333334,1,2,3,Lost,Mid-low,Mid-high,Mid-high,Mid-low,Mid-low,High,High,Mid-low,Mid-low,Mid-low,Low,Low,Low,Chris – Lost – Occasional explorer who drifted away
521282,8,2023-01-10 20:13:00,2023-07-09 16:10:20.000000,2,0,2,1.0,1.0,2,0,788.26,394.13,0,0.1,1,4.0,1.0,448.0,448.0,0,0.2,0,1991-04-08,F,False,False,usa,columbus,CMH,2023-01-10,32,0,0.25,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1236.26,19,179,0.0111731843575419,6.906480446927374,4,4,4,Loyal,Mid-low,Mid-high,Low,Mid-low,Mid-low,Low,Low,Mid-low,High,Mid-high,Low,Low,High,Taylor – Loyal – Practical frequent flyer
521286,8,2023-01-10 20:22:00,2023-04-04 18:36:42.000000,1,0,1,1.0,1.0,1,0,627.07,627.07,0,0.1,1,1.0,1.0,112.0,112.0,0,0.15,0,1990-05-24,F,False,False,canada,hamilton,YHM,2023-01-10,33,0,0.125,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,739.07,115,83,0.012048192771084338,8.904457831325303,1,4,4,At Risk,Low,Mid-high,Mid-high,Mid-low,Mid-low,Low,Low,Mid-low,High,Low,Low,Low,High,Leo – At Risk – Budget short-trip traveler
521293,8,2023-01-10 08:09:00,2023-07-09 08:58:05.000000,5,0,5,1.0,0.4,5,0,984.02,196.804,0,,5,4.8,1.0,2584.8,516.96,2,0.13333333333333333,0,1989-02-09,F,True,False,usa,akron,AKR,2023-01-10,34,0,0.625,0.0,1.0,1.0,0.0,0.0,1.0,0.4,0.0,3568.82,19,180,0.027777777777777776,19.826777777777778,4,1,2,Potential,High,Mid-high,Mid-high,Mid-low,Mid-low,Low,High,,Mid-high,Mid-high,Low,Low,Mid-low,Riley – Potential – Aspiring globetrotter
521295,8,2023-01-10 21:09:00,2023-05-25 17:13:15.000000,2,0,2,1.0,0.5,2,0,508.58,254.29,1,0.2,2,6.0,1.0,1027.5,513.75,1,0.1,0,1983-03-08,F,False,True,usa,baton rouge,BTR,2023-01-10,40,0,0.25,0.0,1.0,1.0,0.0,0.5,1.0,0.5,0.0,1536.08,64,134,0.014925373134328358,11.463283582089552,2,3,4,At Risk,Mid-low,Mid-high,Mid-high,Mid-low,Mid-low,High,High,High,Mid-low,High,Low,Low,Mid-low,Susan – At Risk – Seasoned bargain hunter
521298,8,2023-01-10 21:10:00,2023-06-15 15:20:48.000000,3,0,3,2.0,0.3333333333333333,3,0,1137.3,379.1,0,,2,2.5,2.5,2961.7,448.85,1,0.1125,0,1986-02-28,F,False,False,usa,san jose,SJC,2023-01-10,37,0,0.375,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.5,0.0,4099.0,43,155,0.01935483870967742,26.44516129032258,2,3,2,Lost,Mid-high,Mid-high,Low,Mid-low,Mid-low,Low,High,,Mid-high,Mid-low,High,High,Mid-low,Emma – Lost – Former premium planner
521309,7,2023-01-25 05:05:00,2023-05-29 08:48:14.000000,1,0,1,1.0,1.0,1,0,374.904,374.904,1,0.15,1,2.0,1.0,117.0,117.0,1,0.1,0,1973-08-19,F,False,True,usa,detroit,YIP,2023-01-10,49,0,0.14285714285714285,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,491.904,60,124,0.008064516129032258,3.9669677419354836,2,4,5,At Risk,Mid-low,Mid-high,Mid-high,Mid-low,Mid-low,High,High,Mid-high,Mid-low,Low,Low,Low,High,Susan – At Risk – Seasoned bargain hunter
521316,9,2023-01-10 15:24:00,2023-07-03 16:54:38.000000,3,0,2,1.0,0.5,2,0,448.5195,224.25975,1,0.21666666666666667,3,6.0,1.0,1490.2,496.73333333333335,2,0.08333333333333333,0,1980-03-21,F,False,False,usa,nashville,BNA,2023-01-10,43,0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,0.5,1.0,0.6666666666666666,0.0,1938.7195000000002,25,174,0.017241379310344827,11.142066091954025,4,3,4,Potential,Mid-high,Low,Mid-high,Mid-low,Mid-low,High,High,High,Mid-low,High,Low,Low,Mid-low,Riley – Potential – Aspiring globetrotter
521331,10,2023-01-10 08:53:00,2023-06-17 05:09:03.405255,2,1,2,1.0,0.5,1,1,13.77,810.15,0,0.15,1,6.0,1.0,288.0,288.0,0,0.2,0,1960-03-23,F,False,False,usa,cleveland,CLE,2023-01-10,63,0,0.2,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.0,301.77,41,157,0.006369426751592357,1.9221019108280253,3,5,5,Loyal,Mid-low,Mid-high,Low,Low,High,Low,Low,Mid-high,High,High,Low,Low,Mid-low,Taylor – Loyal – Practical frequent flyer
521335,7,2023-01-10 09:31:00,2023-06-14 18:30:15.000000,3,1,2,1.0,0.0,2,0,245.79,239.325,0,,3,5.0,1.3333333333333333,823.0,430.6666666666667,0,0.075,0,1990-05-09,F,False,False,usa,denver,DEN,2023-01-10,33,0,0.42857142857142855,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,1068.79,44,155,0.012903225806451613,6.895419354838709,2,4,4,At Risk,Mid-high,Low,Mid-high,Mid-low,Mid-low,Low,Low,,Low,Mid-high,Mid-high,Low,Low,Susan – At Risk – Seasoned bargain hunter
521343,8,2023-01-27 15:25:00,2023-06-24 17:34:11.000000,4,0,4,1.25,0.75,4,0,620.2,155.05,0,0.05,2,2.0,1.0,1266.0,633.0,0,0.05,0,1987-05-13,F,False,False,usa,charlotte,CLT,2023-01-10,36,0,0.5,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1886.2,34,148,0.02702702702702703,12.744594594594595,3,1,3,Potential,High,Mid-high,Low,Mid-low,Mid-low,Low,Low,Low,Low,Low,Low,Mid-high,Mid-high,Riley – Potential – Aspiring globetrotter
521379,8,2023-01-10 03:02:00,2023-04-24 14:43:56.000000,2,0,2,1.0,0.0,2,0,1347.47,673.735,0,0.35,2,2.5,1.0,542.0,271.0,0,,0,1967-10-14,F,True,False,usa,new york,JFK,2023-01-10,55,0,0.25,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1889.47,95,104,0.019230769230769232,18.16798076923077,1,3,3,Lost,Mid-low,Mid-high,Mid-high,Mid-low,Mid-low,Low,Low,High,,Mid-low,Low,Low,Low,Chris – Lost – Occasional explorer who drifted away
521392,8,2023-01-10 11:46:00,2023-07-13 05:15:48.000000,2,0,1,1.0,0.0,1,0,321.28,321.28,0,0.1,2,6.0,1.0,1468.0,734.0,0,,0,1983-11-22,F,True,False,usa,chicago,MDW,2023-01-10,39,0,0.25,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1789.28,15,183,0.01092896174863388,9.777486338797814,5,4,4,Champions,Mid-low,Low,Mid-high,Mid-low,Mid-low,Low,Low,Mid-low,,High,Low,Low,Low,Alex – Champion – Young global explorer
521404,7,2023-01-10 15:12:00,2023-06-26 13:59:12.000000,4,0,3,1.3333333333333333,0.3333333333333333,3,0,1026.46,342.1533333333333,0,0.175,4,3.25,1.5,2209.0,369.25,0,,0,1979-02-09,F,False,False,usa,detroit,DTW,2023-01-10,44,0,0.5714285714285714,0.0,0.75,1.0,0.0,0.0,1.0,0.0,0.0,3235.46,32,166,0.024096385542168676,19.490722891566264,3,2,2,Potential,High,Mid-low,Mid-high,Mid-low,Mid-low,Low,Low,Mid-high,,Mid-low,High,High,Mid-low,Riley – Potential – Aspiring globetrotter
521408,8,2023-01-10 09:45:00,2023-06-19 21:49:14.000000,2,0,2,1.0,1.0,2,0,1160.0265,580.01325,2,0.25,2,6.5,1.0,2829.0,1414.5,0,0.1,0,1968-06-05,F,True,False,usa,san diego,NZY,2023-01-10,55,0,0.25,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3989.0265,38,160,0.0125,24.931415625,3,4,2,Potential,Mid-low,Mid-high,Mid-high,Mid-low,Mid-low,High,Low,High,Mid-low,High,Low,Low,High,Riley – Potential – Aspiring globetrotter
521416,7,2023-01-10 19:56:00,2023-03-28 19:49:30.000000,2,0,2,1.5,1.0,2,0,451.34,225.67,0,0.05,2,1.0,1.5,813.0,223.0,0,0.25,0,1976-12-19,F,True,False,usa,new york,JFK,2023-01-10,46,0,0.2857142857142857,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1264.34,122,76,0.02631578947368421,16.636052631578945,1,2,3,Lost,Mid-low,Mid-high,Mid-high,Mid-low,Mid-low,Low,Low,Low,High,Low,High,High,High,Emma – Lost – Former premium planner
521434,8,2023-01-10 18:13:00,2023-07-07 20:32:59.000000,4,0,4,1.25,1.25,4,0,2531.632,632.908,1,0.15,3,3.0,1.3333333333333333,1677.0,426.0,0,,0,1975-05-05,F,True,False,usa,los angeles,LAX,2023-01-10,48,0,0.5,0.0,1.0,1.0,0.0,0.25,0.75,0.0,0.0,4208.632,20,178,0.02247191011235955,23.644,4,2,2,Potential,High,Mid-high,Low,Mid-low,Mid-low,Mid-high,Low,Mid-high,,Mid-low,High,Mid-high,High,Riley – Potential – Aspiring globetrotter
